"VESSEL","CRUISE","YEAR","HAUL","SUBSTRATA","LATITUDE","LONGITUDE","SURFACE_TEMPERATURE","GEAR_TEMPERATURE","START_TIME","BOTTOM_DEPTH","SPECIES_CODE","CPUE_KGHA","CPUE_NOHA","AREA_FISHED"
60,198501,1985.00,14,41,58.32,-169.73,5.4,0.8,7/7/1985 7:00:00,68,10285,40.41,54.57,4.56
60,198501,1985.00,15,41,58.65,-169.78,5.2,-0.1,7/7/1985 10:00:00,66,10285,43.17,58.87,4.94
60,198501,1985.00,16,41,58.99,-169.83,5.1,-0.1,7/7/1985 13:00:00,62,10285,73.73,127.47,4.50
60,198501,1985.00,17,41,59.32,-169.87,5,0.3,7/7/1985 16:00:00,59,10285,56.35,93.75,4.85
60,198501,1985.00,18,41,59.67,-169.92,5.1,0.5,7/7/1985 20:00:00,55,10285,99.58,202.22,4.41
60,198501,1985.00,19,41,59.99,-169.96,5.2,-1.2,7/8/1985 7:00:00,53,10285,298.93,395.10,4.59
60,198501,1985.00,20,20,60.32,-170.04,5.2,-1.2,7/8/1985 10:00:00,51,10285,40.94,73.06,4.50
60,198501,1985.00,21,41,60.99,-171.46,4.7,-1.6,7/8/1985 17:00:00,59,10285,0.98,2.28,4.38
60,198501,1985.00,22,41,60.67,-171.44,5.4,-1.4,7/8/1985 20:00:00,62,10285,1.92,2.76,4.70
60,198501,1985.00,23,41,60.33,-171.36,4.1,-1.4,7/9/1985 7:00:00,66,10285,9.17,12.38,4.52
60,198501,1985.00,24,41,60,-171.3,4.9,-1.3,7/9/1985 11:00:00,70,10285,16.86,24.28,4.65
60,198501,1985.00,25,41,59.67,-171.25,5.2,-1.3,7/9/1985 14:00:00,71,10285,21.62,23.01,4.56
60,198501,1985.00,26,41,59.34,-171.18,5.5,-1.2,7/9/1985 17:00:00,75,10285,18.66,20.85,4.41
60,198501,1985.00,27,41,58.98,-171.13,6.1,-1.2,7/9/1985 20:00:00,77,10285,12.34,16.98,4.59
60,198501,1985.00,28,41,58.66,-171.07,6.1,-0.1,7/10/1985 7:00:00,82,10285,26.53,21.72,4.78
60,198501,1985.00,29,41,58.33,-171.02,6.3,0,7/10/1985 11:00:00,82,10285,24.04,30.81,4.64
60,198501,1985.00,30,61,58.33,-172.29,7.1,2.2,7/10/1985 16:00:00,102,10285,3.31,3.64,4.65
60,198501,1985.00,31,61,58.67,-172.37,7,2,7/10/1985 19:00:00,101,10285,16.76,18.20,4.50
60,198501,1985.00,32,41,59,-172.44,7,1.5,7/11/1985 8:00:00,99,10285,3.99,6.61,4.53
60,198501,1985.00,33,43,59.34,-172.51,6.3,0.2,7/11/1985 12:00:00,88,10285,2.26,3.33,4.50
60,198501,1985.00,34,43,59.49,-172.87,6,0.6,7/11/1985 15:00:00,93,10285,0.98,1.39,5.02
60,198501,1985.00,35,43,59.66,-172.57,5.9,-0.7,7/11/1985 17:00:00,84,10285,20.31,23.57,5.08
60,198501,1985.00,36,43,59.84,-172.93,5.3,-1.2,7/12/1985 7:00:00,80,10285,23.93,24.44,4.50
60,198501,1985.00,37,43,59.99,-172.64,5.5,-1.2,7/12/1985 10:00:00,64,10285,17.23,22.20,4.68
60,198501,1985.00,38,43,60.17,-173.03,4.5,0.3,7/12/1985 14:00:00,59,10285,3.68,5.47,4.38
60,198501,1985.00,39,41,60.99,-172.82,5.1,-1.3,7/13/1985 17:00:00,66,10285,1.25,2.42,4.53
60,198501,1985.00,40,41,60.99,-174.18,5.3,-0.2,7/14/1985 8:00:00,82,10285,2.48,1.65,4.84
60,198501,1985.00,41,41,60.67,-174.15,5.8,-0.3,7/14/1985 11:00:00,86,10285,0.00,0.00,4.87
60,198501,1985.00,42,43,60.33,-174.08,6.3,0.6,7/14/1985 15:00:00,90,10285,0.34,0.43,4.56
60,198501,1985.00,43,43,60.16,-174.35,6.9,0.6,7/14/1985 16:00:00,99,10285,1.63,1.65,4.84
60,198501,1985.00,44,43,60,-173.96,6.3,1,7/14/1985 19:00:00,97,10285,1.17,1.78,5.02
60,198501,1985.00,45,62,59.83,-174.24,6.5,,7/15/1985 7:00:00,106,10285,1.38,1.80,4.97
60,198501,1985.00,46,62,59.66,-173.88,6.6,1,7/15/1985 9:00:00,104,10285,0.34,0.40,4.94
60,198501,1985.00,47,62,59.33,-173.81,6.7,1.6,7/15/1985 12:00:00,110,10285,16.69,13.54,5.01
60,198501,1985.00,48,61,59,-173.73,7.1,2.1,7/15/1985 15:00:00,117,10285,7.47,5.58,4.65
60,198501,1985.00,49,61,58.67,-173.64,7.6,2.7,7/15/1985 18:00:00,126,10285,2.62,1.05,4.74
60,198501,1985.00,50,61,58.33,-173.56,7.4,2.3,7/15/1985 21:00:00,115,10285,0.42,0.61,1.61
60,198501,1985.00,51,61,58.67,-174.91,6.9,2.8,7/16/1985 8:00:00,201,10285,0.00,0.00,5.09
60,198501,1985.00,52,61,58.99,-175.01,7.2,2.2,7/16/1985 11:00:00,130,10285,0.00,0.00,5.01
60,198501,1985.00,53,61,59.32,-175.11,7.4,2,7/16/1985 14:00:00,132,10285,2.08,1.75,5.14
60,198501,1985.00,54,61,59.63,-175.18,7.6,2,7/16/1985 17:00:00,126,10285,0.00,0.00,5.33
60,198501,1985.00,55,61,59.99,-175.27,7,1.5,7/16/1985 20:00:00,117,10285,1.04,0.57,5.22
60,198501,1985.00,56,61,60.32,-175.39,7,1.2,7/17/1985 7:00:00,112,10285,0.00,0.00,4.90
60,198501,1985.00,57,61,60.66,-175.45,6.9,0.9,7/17/1985 10:00:00,106,10285,0.00,0.00,4.82
60,198501,1985.00,58,61,60.66,-176.2,7.1,1.1,7/17/1985 13:00:00,117,10285,0.00,0.00,5.09
60,198501,1985.00,59,61,60.32,-176.04,7.6,1.5,7/17/1985 17:00:00,121,10285,0.00,0.00,4.68
60,198501,1985.00,60,61,60,-175.94,7.8,1.6,7/17/1985 20:00:00,130,10285,0.00,0.00,4.88
60,198501,1985.00,61,61,59.66,-175.88,7.5,1.9,7/18/1985 7:00:00,137,10285,0.00,0.00,4.75
60,198501,1985.00,62,61,59.33,-175.76,7.8,1.2,7/18/1985 10:00:00,137,10285,0.00,0.00,4.98
60,198501,1985.00,63,61,58.99,-175.75,8.3,1.7,7/18/1985 13:00:00,132,10285,0.00,0.00,5.52
60,198501,1985.00,64,61,58.65,-175.56,8,2.3,7/18/1985 16:00:00,134,10285,0.00,0.00,5.10
60,198501,1985.00,65,61,58.66,-176.19,8.5,2,7/18/1985 19:00:00,137,10285,0.00,0.00,5.58
60,198501,1985.00,66,61,59,-176.36,8.1,1.7,7/19/1985 7:00:00,137,10285,0.00,0.00,4.40
60,198501,1985.00,67,61,59.32,-176.39,7.7,1.2,7/19/1985 10:00:00,135,10285,0.00,0.00,4.85
60,198501,1985.00,68,61,59.66,-176.54,7.9,1.1,7/19/1985 14:00:00,135,10285,0.00,0.00,5.07
60,198501,1985.00,69,61,59.99,-176.73,8,0.8,7/19/1985 17:00:00,141,10285,0.00,0.00,4.50
60,198501,1985.00,70,61,60.32,-176.73,8.1,1,7/19/1985 20:00:00,135,10285,0.00,0.00,5.08
60,198501,1985.00,71,61,60.66,-176.8,7.5,1.1,7/20/1985 8:00:00,128,10285,0.00,0.00,4.88
60,198501,1985.00,72,61,60.66,-177.52,7.5,0.9,7/20/1985 11:00:00,146,10285,0.00,0.00,4.85
60,198501,1985.00,73,61,60.66,-178.19,7.4,2.1,7/20/1985 14:00:00,161,10285,0.00,0.00,5.17
60,198501,1985.00,74,61,60.33,-177.37,7.7,1.1,7/20/1985 19:00:00,148,10285,0.00,0.00,5.17
60,198501,1985.00,75,61,59.99,-177.23,7.9,0.5,7/20/1985 22:00:00,137,10285,0.00,0.00,4.94
60,198501,1985.00,76,61,59.99,-177.89,7.5,1,7/21/1985 7:00:00,141,10285,0.00,0.00,4.56
60,198501,1985.00,77,61,59.66,-177.16,7.6,2,7/21/1985 11:00:00,168,10285,0.00,0.00,5.07
60,198501,1985.00,78,61,59.32,-177.08,8.4,2.5,7/21/1985 14:00:00,148,10285,0.00,0.00,4.82
60,198501,1985.00,79,61,59,-176.97,8.4,2,7/21/1985 17:00:00,135,10285,0.00,0.00,4.88
60,198501,1985.00,80,61,58.99,-177.62,8.3,2.4,7/21/1985 20:00:00,135,10285,0.00,0.00,5.42
60,198501,1985.00,81,61,58.66,-176.85,8.3,2.2,7/22/1985 8:00:00,134,10285,0.00,0.00,4.59
60,198501,1985.00,82,31,55.99,-165.78,9.7,4.1,7/28/1985 14:00:00,104,10285,0.00,0.00,5.04
60,198501,1985.00,83,31,56.33,-165.79,9.7,2.9,7/28/1985 17:00:00,91,10285,13.51,10.13,4.93
60,198501,1985.00,85,31,56.67,-165.82,9,1.2,7/28/1985 22:00:00,77,10285,0.42,1.65,4.83
60,198501,1985.00,86,31,56.98,-165.82,8.5,2,7/29/1985 7:00:00,71,10285,24.52,25.23,4.95
60,198501,1985.00,87,31,57.32,-165.86,8.3,1.2,7/29/1985 11:00:00,66,10285,22.27,41.86,4.56
60,198501,1985.00,88,31,57.66,-165.89,7.8,1.4,7/29/1985 14:00:00,62,10285,31.79,50.55,4.70
60,198501,1985.00,89,10,57.99,-165.9,6.4,3,7/29/1985 17:00:00,53,10285,26.62,65.28,4.82
60,198501,1985.00,90,31,57.99,-167.16,7.3,0.7,7/30/1985 7:00:00,62,10285,91.76,171.44,4.61
60,198501,1985.00,92,31,57.54,-167.14,7.8,0.6,7/30/1985 11:00:00,68,10285,131.11,170.53,4.77
60,198501,1985.00,93,31,57.34,-167.12,8.3,1.2,7/30/1985 14:00:00,68,10285,4.80,7.86,4.83
60,198501,1985.00,94,31,57,-167.08,8.8,1.1,7/30/1985 17:00:00,71,10285,1.65,2.08,4.80
60,198501,1985.00,95,31,56.66,-167.06,9.2,2.8,7/30/1985 20:00:00,93,10285,1.65,1.46,5.47
60,198501,1985.00,96,50,56.33,-167.03,9,3.5,7/31/1985 7:00:00,113,10285,0.00,0.00,4.97
60,198501,1985.00,97,50,56,-167,8.6,3.7,8/1/1985 9:00:00,134,10285,0.00,0.00,4.98
60,198501,1985.00,98,50,55.67,-166.99,8.8,4,8/1/1985 12:00:00,134,10285,0.00,0.00,4.94
60,198501,1985.00,99,50,55.33,-166.96,9.1,3.8,8/1/1985 16:00:00,139,10285,0.00,0.00,4.88
60,198501,1985.00,100,50,55.01,-166.93,8.3,4,8/1/1985 19:00:00,157,10285,0.00,0.00,5.23
60,198501,1985.00,101,50,55.35,-167.55,8.8,3.8,8/2/1985 8:00:00,148,10285,0.00,0.00,5.07
60,198501,1985.00,102,50,55.66,-167.58,9.2,3.8,8/2/1985 11:00:00,134,10285,0.00,0.00,4.91
60,198501,1985.00,103,50,55.67,-168.17,7.7,3.9,8/2/1985 14:00:00,134,10285,0.00,0.00,5.43
60,198501,1985.00,107,50,56.66,-168.22,9,2.8,8/3/1985 12:00:00,106,10285,0.00,0.00,4.81
60,198501,1985.00,108,32,56.82,-168.6,,,8/3/1985 15:00:00,95,10285,3.20,3.07,4.88
60,198501,1985.00,109,32,56.99,-168.33,9,1.7,8/3/1985 17:00:00,80,10285,0.78,0.76,5.21
60,198501,1985.00,110,32,57.16,-168.62,8.8,2.5,8/3/1985 19:00:00,75,10285,7.04,9.28,4.95
60,198501,1985.00,111,32,57.32,-168.37,8.8,2,8/4/1985 8:00:00,73,10285,1.84,3.20,4.98
60,198501,1985.00,112,42,57.5,-168.75,8.8,2.2,8/4/1985 11:00:00,70,10285,5.69,11.10,4.59
60,198501,1985.00,113,42,57.66,-168.41,8.5,1.2,8/4/1985 14:00:00,70,10285,10.98,19.99,4.50
60,198501,1985.00,114,42,57.82,-168.73,8.6,1,8/4/1985 18:00:00,70,10285,31.23,50.53,5.52
60,198501,1985.00,115,42,57.99,-168.44,8.5,0.7,8/4/1985 20:00:00,68,10285,11.30,23.03,4.90
60,198501,1985.00,116,42,58,-169.7,8.8,1.3,8/5/1985 7:00:00,68,10285,13.50,49.34,4.84
60,198501,1985.00,117,42,57.83,-169.97,8.8,1.8,8/5/1985 11:00:00,71,10285,82.77,146.04,4.68
60,198501,1985.00,118,42,57.16,-169.9,,,8/8/1985 8:00:00,48,10285,0.00,0.00,4.59
60,198501,1985.00,119,42,57.32,-169.61,8.3,2.3,8/8/1985 10:00:00,60,10285,1.95,2.24,4.89
60,198501,1985.00,120,42,57.49,-169.99,8,3.2,8/8/1985 15:00:00,66,10285,4.91,9.26,5.07
60,198501,1985.00,121,42,57.66,-169.6,8.2,2,8/8/1985 18:00:00,68,10285,106.25,154.54,4.65
60,198501,1985.00,122,42,57.01,-169.56,7,3.1,8/9/1985 9:00:00,60,10285,0.68,1.16,5.14
60,198501,1985.00,123,42,56.84,-169.89,6.7,4.4,8/9/1985 11:00:00,71,10285,0.00,0.00,4.38
60,198501,1985.00,124,32,56.7,-169.51,6.8,3.8,8/9/1985 14:00:00,75,10285,0.00,0.00,4.56
60,198501,1985.00,125,50,56.36,-169.44,8,3.7,8/9/1985 17:00:00,132,10285,0.00,0.00,5.10
60,198501,1985.00,126,50,56.33,-170.06,6,3.8,8/10/1985 12:00:00,108,10285,0.00,0.00,4.81
60,198501,1985.00,127,42,56.67,-170.11,7.6,3.8,8/10/1985 15:00:00,95,10285,0.00,0.00,5.10
60,198501,1985.00,128,42,56.83,-170.48,7.6,3.7,8/10/1985 19:00:00,101,10285,0.28,0.21,4.75
60,198501,1985.00,129,61,56.34,-170.68,7.8,3.8,8/11/1985 7:00:00,121,10285,0.00,0.00,4.74
60,198501,1985.00,130,61,56.66,-170.74,7.3,3.8,8/11/1985 11:00:00,112,10285,0.00,0.00,4.74
60,198501,1985.00,131,42,56.98,-170.78,7.5,3.4,8/11/1985 13:00:00,93,10285,2.42,1.75,5.13
60,198501,1985.00,132,42,56.96,-170.14,6.9,3.9,8/11/1985 16:00:00,73,10285,0.57,0.88,4.50
60,198501,1985.00,133,42,57.1,-170.44,7.1,5.7,8/11/1985 19:00:00,48,10285,0.00,0.00,4.47
60,198501,1985.00,134,42,57.32,-170.86,8.5,3.6,8/12/1985 7:00:00,82,10285,0.43,0.63,4.72
60,198501,1985.00,135,42,57.65,-170.89,8.3,3,8/12/1985 10:00:00,82,10285,24.33,31.12,4.65
60,198501,1985.00,136,42,57.99,-170.96,8.8,2.8,8/12/1985 12:00:00,84,10285,13.29,17.66,4.81
60,198501,1985.00,137,41,58,-171.59,9.3,2.6,8/12/1985 15:00:00,97,10285,3.59,2.84,4.91
60,198501,1985.00,138,61,58,-172.22,9,2.3,8/12/1985 18:00:00,104,10285,9.24,7.16,4.88
60,198501,1985.00,139,61,58,-172.85,9.2,2.5,8/12/1985 21:00:00,108,10285,1.01,1.06,4.69
60,198501,1985.00,140,61,57.99,-173.48,9,2.6,8/13/1985 6:00:00,117,10285,1.41,1.19,5.00
60,198501,1985.00,142,61,57.67,-173.4,8.5,3.2,8/13/1985 11:00:00,146,10285,0.00,0.00,2.76
60,198501,1985.00,143,61,57.66,-172.81,9.2,2.8,8/13/1985 14:00:00,119,10285,0.00,0.00,4.87
60,198501,1985.00,144,61,57.66,-172.18,9.5,2.7,8/13/1985 17:00:00,106,10285,8.50,6.01,2.66
60,198501,1985.00,145,41,57.66,-171.54,9.3,3.2,8/13/1985 19:00:00,99,10285,0.00,0.00,4.82
60,198501,1985.00,197,61,56.67,-172.56,8.4,3.7,9/1/1985 8:00:00,155,10285,0.00,0.00,4.96
60,198501,1985.00,198,61,56.66,-172.01,8.3,4.1,9/1/1985 11:00:00,128,10285,0.00,0.00,4.75
60,198501,1985.00,199,61,56.66,-171.35,,,9/1/1985 15:00:00,117,10285,0.00,0.00,5.31
60,198501,1985.00,200,61,57,-171.42,8.8,4.1,9/1/1985 18:00:00,108,10285,0.00,0.00,5.47
60,198501,1985.00,201,61,57.01,-172,8.4,3.7,9/2/1985 9:00:00,115,10285,0.00,0.00,5.20
60,198501,1985.00,202,61,56.99,-172.63,8.8,3.5,9/2/1985 12:00:00,121,10285,0.00,0.00,4.91
60,198501,1985.00,203,61,57.04,-173.32,8.8,4,9/2/1985 15:00:00,154,10285,0.00,0.00,4.88
60,198501,1985.00,204,61,57.32,-173.33,8.9,3.6,9/2/1985 18:00:00,119,10285,0.00,0.00,5.00
60,198501,1985.00,205,61,57.33,-172.73,8.8,3.4,9/2/1985 20:00:00,115,10285,0.00,0.00,5.13
60,198501,1985.00,206,61,57.33,-172.12,8.9,3.7,9/3/1985 8:00:00,108,10285,10.40,6.63,5.27
60,198501,1985.00,207,41,57.33,-171.48,8.5,3.5,9/3/1985 11:00:00,101,10285,0.23,0.20,4.91
60,198501,1985.00,208,90,61,-176.97,7.5,1.2,9/9/1985 13:00:00,121,10285,0.00,0.00,4.78
60,198501,1985.00,209,90,61,-175.57,7.5,1.2,9/9/1985 18:00:00,101,10285,0.00,0.00,4.57
60,198501,1985.00,210,82,61.65,-175.77,7.1,0.5,9/10/1985 9:00:00,93,10285,0.00,0.00,2.53
60,198501,1985.00,299,82,61.67,-174.42,4.8,0.7,10/5/1985 14:00:00,75,10285,0.00,0.00,4.35
60,198501,1985.00,300,82,61.66,-173.09,5.5,-0.8,10/5/1985 18:00:00,64,10285,0.00,0.00,4.47
37,198601,1986.00,1,10,57.35,-158.41,4.2,4,6/4/1986 7:00:00,29,10285,0.00,0.00,4.00
37,198601,1986.00,2,10,57.65,-158.34,3.2,3,6/4/1986 10:00:00,35,10285,0.00,0.00,4.70
37,198601,1986.00,3,10,57.99,-158.31,3.6,,6/4/1986 12:00:00,31,10285,0.05,0.23,4.29
37,198601,1986.00,4,10,58.33,-159.55,3.8,3,6/4/1986 17:00:00,22,10285,19.30,74.18,3.65
37,198601,1986.00,5,10,58.01,-159.6,2.9,2.3,6/5/1986 7:00:00,40,10285,0.08,0.92,4.32
37,198601,1986.00,6,10,57.67,-159.63,2.4,2.2,6/5/1986 10:00:00,48,10285,0.05,0.23,4.24
37,198601,1986.00,7,10,57.34,-159.66,2.9,2.3,6/5/1986 12:00:00,53,10285,0.13,0.22,4.47
37,198601,1986.00,8,10,56.98,-159.73,4.2,2.8,6/5/1986 16:00:00,53,10285,0.00,0.00,4.28
37,198601,1986.00,9,10,56.69,-159.77,4.5,3.3,6/5/1986 19:00:00,35,10285,0.00,0.00,4.01
37,198601,1986.00,10,10,56.33,-160.99,3.6,3,6/7/1986 9:00:00,51,10285,0.69,3.00,4.32
37,198601,1986.00,11,31,56.66,-160.98,4.2,2.4,6/7/1986 15:00:00,66,10285,0.59,1.30,3.05
37,198601,1986.00,12,31,56.99,-160.95,3.7,2.3,6/7/1986 18:00:00,60,10285,1.16,3.43,4.07
37,198601,1986.00,13,31,57.33,-160.93,4.2,2.3,6/7/1986 21:00:00,60,10285,4.09,7.63,4.31
37,198601,1986.00,14,31,57.66,-160.88,2.8,2.4,6/8/1986 7:00:00,55,10285,6.49,15.90,4.40
37,198601,1986.00,15,10,57.99,-160.85,2.5,2,6/8/1986 10:00:00,44,10285,0.81,2.02,4.43
37,198601,1986.00,16,10,58.31,-160.76,4.3,4.1,6/8/1986 12:00:00,26,10285,0.23,0.52,3.80
37,198601,1986.00,17,10,58.31,-161.99,3.9,3,6/8/1986 17:00:00,44,10285,1.06,2.97,4.71
37,198601,1986.00,18,10,58,-162.12,3.2,2.1,6/9/1986 7:00:00,35,10285,3.14,6.43,4.35
37,198601,1986.00,19,10,57.67,-162.13,2.6,2.1,6/9/1986 11:00:00,46,10285,16.76,33.19,4.27
37,198601,1986.00,20,10,57.33,-162.15,2.3,1.6,6/9/1986 13:00:00,49,10285,9.18,18.10,4.86
37,198601,1986.00,21,31,57,-162.17,2.8,1.6,6/9/1986 16:00:00,59,10285,8.35,16.17,5.00
37,198601,1986.00,22,31,56.66,-162.18,4.6,2,6/9/1986 19:00:00,71,10285,26.81,30.96,4.55
37,198601,1986.00,23,31,56.33,-162.19,4,2.3,6/10/1986 7:00:00,75,10285,2.78,3.41,4.39
37,198601,1986.00,24,31,56,-162.24,4.2,2.8,6/10/1986 10:00:00,70,10285,6.84,10.49,3.04
37,198601,1986.00,25,31,55.35,-163.42,,,6/10/1986 16:00:00,49,10285,25.98,47.30,3.08
37,198601,1986.00,26,31,55.67,-163.4,4.6,2.5,6/10/1986 19:00:00,79,10285,2.48,3.06,4.56
37,198601,1986.00,27,31,56,-163.38,4.8,2.3,6/11/1986 7:00:00,88,10285,0.71,0.89,4.47
37,198601,1986.00,28,31,56.35,-163.39,4.5,1.8,6/11/1986 10:00:00,73,10285,5.21,6.22,4.65
37,198601,1986.00,29,31,56.66,-163.37,4.3,1.9,6/11/1986 13:00:00,73,10285,7.75,13.41,4.62
37,198601,1986.00,30,31,57,-163.39,4.2,0.8,6/11/1986 17:00:00,64,10285,21.47,40.62,4.72
37,198601,1986.00,31,10,57.34,-163.39,2,1.9,6/14/1986 7:00:00,51,10285,20.06,55.07,4.57
37,198601,1986.00,32,10,57.66,-163.37,2,1.9,6/14/1986 10:00:00,44,10285,8.64,26.57,4.59
37,198601,1986.00,33,10,57.98,-163.36,2.5,2.1,6/14/1986 12:00:00,42,10285,24.71,56.31,4.38
37,198601,1986.00,34,10,58.32,-163.37,2.7,2.5,6/14/1986 15:00:00,35,10285,7.81,14.56,4.32
37,198601,1986.00,35,10,58.65,-163.35,3.9,3.4,6/14/1986 18:00:00,29,10285,10.45,30.99,3.90
37,198601,1986.00,36,10,58.97,-163.36,4.8,4.5,6/14/1986 20:00:00,18,10285,0.46,1.02,3.88
37,198601,1986.00,37,10,59.31,-164.63,5.9,5.5,6/15/1986 7:00:00,18,10285,1.21,2.68,4.46
37,198601,1986.00,38,10,59,-164.65,4.8,4.3,6/15/1986 10:00:00,24,10285,7.34,18.25,3.88
37,198601,1986.00,39,10,58.67,-164.64,3.9,2.5,6/15/1986 12:00:00,33,10285,11.45,29.27,4.09
37,198601,1986.00,40,10,58.34,-164.61,4.2,2.2,6/15/1986 15:00:00,42,10285,12.28,31.60,4.87
37,198601,1986.00,41,10,58,-164.6,3.6,2.1,6/15/1986 18:00:00,42,10285,3.93,8.05,4.84
37,198601,1986.00,42,10,57.67,-164.6,3.9,1.7,6/16/1986 7:00:00,51,10285,20.24,54.49,4.82
37,198601,1986.00,43,31,57.32,-164.62,3.5,2.3,6/16/1986 9:00:00,64,10285,113.22,218.78,4.63
37,198601,1986.00,44,31,57,-164.6,4.8,0.8,6/16/1986 12:00:00,68,10285,75.43,106.71,3.06
37,198601,1986.00,45,31,56.67,-164.59,4.8,1.2,6/16/1986 15:00:00,73,10285,22.97,27.13,4.53
37,198601,1986.00,46,31,56.34,-164.58,5.5,1.6,6/16/1986 17:00:00,86,10285,6.74,6.02,3.32
37,198601,1986.00,47,31,55.99,-164.49,5.4,2.1,6/17/1986 8:00:00,91,10285,0.09,0.21,4.62
37,198601,1986.00,48,31,55.65,-164.56,5.7,3,6/17/1986 11:00:00,95,10285,0.09,0.21,4.60
37,198601,1986.00,49,31,55.33,-164.57,5.8,3.9,6/17/1986 13:00:00,101,10285,0.00,0.00,4.70
37,198601,1986.00,50,50,54.79,-165.68,6,3.8,6/18/1986 9:00:00,183,10285,0.00,0.00,4.31
37,198601,1986.00,51,50,54.99,-165.74,6.3,4.1,6/18/1986 11:00:00,128,10285,0.00,0.00,3.14
37,198601,1986.00,52,50,55.31,-165.77,6.8,4.2,6/18/1986 14:00:00,119,10285,0.00,0.00,4.67
37,198601,1986.00,53,50,55.65,-165.79,7,4.1,6/18/1986 16:00:00,117,10285,0.00,0.00,4.65
37,198601,1986.00,54,31,56.01,-165.78,6.5,3.7,6/19/1986 7:00:00,106,10285,0.00,0.00,4.49
37,198601,1986.00,55,31,56.33,-165.8,5.4,1.2,6/19/1986 10:00:00,90,10285,2.51,1.87,4.78
37,198601,1986.00,56,31,56.65,-165.83,5.2,0.6,6/19/1986 13:00:00,77,10285,2.43,2.36,4.65
37,198601,1986.00,57,31,56.99,-165.83,4.3,0.5,6/19/1986 16:00:00,71,10285,16.33,19.84,4.63
37,198601,1986.00,58,31,57.32,-165.85,3.6,0.8,6/19/1986 18:00:00,68,10285,19.26,31.42,4.32
37,198601,1986.00,59,31,57.33,-167.1,4.1,0.8,6/20/1986 7:00:00,70,10285,25.88,46.88,4.47
37,198601,1986.00,60,31,57,-167.09,4.9,0.7,6/20/1986 10:00:00,73,10285,1.61,2.08,4.78
37,198601,1986.00,61,31,56.67,-167.07,5.2,1.5,6/20/1986 12:00:00,93,10285,1.04,0.68,4.36
37,198601,1986.00,62,50,56.33,-167.03,6.4,3.3,6/20/1986 15:00:00,113,10285,0.00,0.00,4.74
37,198601,1986.00,63,50,56,-166.99,6.6,3.8,6/20/1986 18:00:00,135,10285,0.00,0.00,4.46
37,198601,1986.00,64,50,55.66,-166.98,6.9,3.8,6/21/1986 7:00:00,135,10285,0.00,0.00,4.55
37,198601,1986.00,65,50,55.33,-166.96,6.7,3.7,6/21/1986 10:00:00,139,10285,0.00,0.00,4.97
37,198601,1986.00,66,50,55.01,-166.94,6.5,3.9,6/21/1986 12:00:00,155,10285,0.00,0.00,4.71
37,198601,1986.00,67,50,55.65,-168.17,6.6,4.1,6/25/1986 8:00:00,135,10285,0.00,0.00,4.67
37,198601,1986.00,68,50,55.99,-168.21,6.6,4,6/25/1986 11:00:00,150,10285,0.00,0.00,4.30
37,198601,1986.00,69,50,56.32,-168.25,6.8,3.9,6/25/1986 13:00:00,152,10285,0.00,0.00,4.35
37,198601,1986.00,70,50,56.65,-168.29,6,2.2,6/25/1986 16:00:00,104,10285,0.00,0.00,4.60
37,198601,1986.00,71,31,57.65,-165.87,3.8,1.2,6/26/1986 7:00:00,62,10285,11.42,34.47,4.90
37,198601,1986.00,72,10,57.99,-165.9,3.8,2,6/26/1986 9:00:00,53,10285,33.92,81.10,5.06
37,198601,1986.00,73,10,58.32,-165.9,3.1,2.5,6/26/1986 12:00:00,42,10285,4.76,12.61,4.99
37,198601,1986.00,74,10,58.66,-165.92,3.3,3,6/26/1986 14:00:00,35,10285,3.77,7.10,4.50
37,198601,1986.00,75,20,58.98,-165.93,4.1,3.9,6/26/1986 17:00:00,27,10285,11.00,26.22,4.34
37,198601,1986.00,76,20,59.32,-165.95,4.6,4.8,6/27/1986 6:00:00,22,10285,3.49,6.84,4.08
37,198601,1986.00,77,20,59.64,-165.99,5.3,5.1,6/27/1986 9:00:00,22,10285,0.22,0.33,2.97
37,198601,1986.00,78,20,59.66,-167.26,4.2,3.8,6/27/1986 14:00:00,29,10285,11.58,19.72,4.30
37,198601,1986.00,79,20,59.31,-167.29,3.7,3.2,6/27/1986 17:00:00,31,10285,6.72,15.95,4.01
37,198601,1986.00,80,20,59,-167.23,3.2,2.8,6/28/1986 7:00:00,37,10285,8.39,15.44,5.04
37,198601,1986.00,81,20,58.67,-167.22,3.5,2.6,6/28/1986 9:00:00,42,10285,8.40,20.41,4.50
37,198601,1986.00,82,20,58.34,-167.17,4.1,1.5,6/28/1986 13:00:00,51,10285,15.46,34.60,4.82
37,198601,1986.00,83,31,58,-167.17,4.5,0.7,6/28/1986 16:00:00,62,10285,19.76,38.38,4.71
37,198601,1986.00,84,31,57.67,-167.13,4.1,0.8,6/28/1986 18:00:00,66,10285,50.08,74.16,5.19
37,198601,1986.00,85,42,57.66,-168.38,5.2,1,6/29/1986 7:00:00,70,10285,9.56,16.55,4.95
37,198601,1986.00,86,42,57.82,-168.72,4.4,0.9,6/29/1986 9:00:00,70,10285,43.80,60.00,4.98
37,198601,1986.00,87,42,57.99,-168.44,4.2,0.8,6/29/1986 11:00:00,68,10285,12.12,20.31,4.67
37,198601,1986.00,88,41,58,-167.81,4.4,0.8,6/29/1986 14:00:00,66,10285,46.52,75.14,4.84
