YEAR,VESSEL,HAUL,STRATUM,SEX,LENGTH,KG_HA,NO_HA
2005,88,207,61,2,200,0.033567777,0.578533797
2005,88,207,61,2,450,0.494772001,0.578533797
2005,88,207,61,2,480,0.612914252,0.578533797
2005,88,207,61,2,490,0.656312062,0.578533797
2005,88,207,61,2,540,0.905972909,0.578533797
2005,88,207,61,2,580,2.296738709,1.157067594
2005,88,207,61,2,590,1.215383235,0.578533797
2005,88,207,61,2,600,1.28508215,0.578533797
2005,88,207,61,2,630,1.510892037,0.578533797
2005,88,207,61,2,670,1.853246554,0.578533797
2005,88,208,61,2,120,0.005033194,0.491044694
2005,88,208,61,1,130,0.006564151,0.491044694
2005,88,208,61,1,290,0.047017836,0.245522347
2005,88,208,61,2,400,0.273317665,0.491044694
2005,88,208,61,2,470,1.400112243,1.473134083
2005,88,208,61,2,570,0.442557425,0.245522347
2005,88,208,61,2,630,0.616852763,0.245522347
2005,88,208,61,2,160,0.013072826,0.491044694
2005,88,208,61,1,210,0.048338644,0.736567041
2005,88,208,61,1,270,0.037093367,0.245522347
2005,88,208,61,2,270,0.037093367,0.245522347
2005,88,208,61,1,300,0.052615285,0.245522347
2005,88,208,61,2,250,0.057468761,0.491044694
2005,88,208,61,2,360,0.192686826,0.491044694
2005,88,208,61,2,370,0.211023902,0.491044694
2005,88,208,61,2,380,0.345819612,0.736567041
2005,88,208,61,2,390,0.251296744,0.491044694
2005,88,208,61,2,410,0.296652279,0.491044694
2005,88,208,61,2,420,0.642688071,0.982089388
2005,88,208,61,1,430,0.173718361,0.245522347
2005,88,208,61,2,140,0.004196932,0.245522347
2005,88,208,61,1,150,0.005276487,0.245522347
2005,88,208,61,2,150,0.005276487,0.245522347
2005,88,208,61,2,170,0.007992718,0.245522347
2005,88,208,61,1,180,0.009661732,0.245522347
2005,88,208,61,2,180,0.009661732,0.245522347
2005,88,208,61,1,190,0.034680279,0.736567041
2005,88,208,61,2,190,0.034680279,0.736567041
2005,88,208,61,1,200,0.041114207,0.736567041
2005,88,208,61,2,200,0.109637885,1.964178777
2005,88,208,61,2,210,0.016112881,0.245522347
2005,88,208,61,2,220,0.056406078,0.736567041
2005,88,208,61,1,220,0.094010131,1.227611735
2005,88,208,61,1,230,0.043579868,0.491044694
2005,88,208,61,2,230,0.15252954,1.71865643
2005,88,208,61,1,240,0.050189256,0.491044694
2005,88,208,61,2,240,0.200757023,1.964178777
2005,88,208,61,2,260,0.032727709,0.245522347
2005,88,208,61,2,480,0.750704566,0.736567041
2005,88,208,61,2,490,0.803858713,0.736567041
2005,88,208,61,2,430,0.868591806,1.227611735
2005,88,208,61,2,440,0.937436154,1.227611735
2005,88,208,61,2,450,0.808003402,0.982089388
2005,88,208,61,2,460,0.651844817,0.736567041
2005,88,208,61,1,470,0.23335204,0.245522347
2005,88,208,61,2,310,0.117324663,0.491044694
2005,88,208,61,2,320,0.130357653,0.491044694
2005,88,208,61,1,330,0.072184827,0.245522347
2005,88,208,61,2,340,0.07970059,0.245522347
2005,88,208,61,2,500,1.719175164,1.473134083
2005,88,208,61,2,510,1.223947521,0.982089388
2005,88,208,61,2,520,0.979047801,0.736567041
2005,88,208,61,2,530,1.390559212,0.982089388
2005,88,208,61,2,540,0.369882082,0.245522347
2005,88,208,61,2,550,1.572399356,0.982089388
2005,88,208,61,2,560,1.251950847,0.736567041
2005,88,208,61,2,580,0.937690838,0.491044694
2005,88,208,61,2,590,0.496205214,0.245522347
2005,88,208,61,2,600,0.524661231,0.245522347
2005,88,208,61,2,620,2.339841039,0.982089388
2005,88,209,61,2,170,0.030725836,0.950421368
2005,88,209,61,2,280,0.160882271,0.950421368
2005,88,209,61,1,430,0.667813097,0.950421368
2005,88,209,61,2,510,4.705134096,3.801685473
2005,88,209,61,2,570,3.402583846,1.900842737
2005,88,209,61,2,390,0.966042136,1.900842737
2005,88,209,61,1,400,0.525347797,0.950421368
2005,88,209,61,2,400,1.57604339,2.851264105
2005,88,209,61,2,410,0.570199592,0.950421368
2005,88,209,61,2,420,1.852979909,2.851264105
2005,88,209,61,2,430,2.003439292,2.851264105
2005,88,209,61,1,440,0.720743779,0.950421368
2005,88,209,61,2,440,1.441487559,1.900842737
2005,88,209,61,2,450,3.882687259,4.752106842
2005,88,209,61,2,460,5.846961178,6.652949578
2005,88,209,61,2,470,7.17646875,7.603370947
2005,88,209,61,2,480,3.847839974,3.801685473
2005,88,209,61,2,490,3.090216675,2.851264105
2005,88,209,61,2,500,1.101483729,0.950421368
2005,88,209,61,2,540,1.421911288,0.950421368
2005,88,209,61,2,550,1.511165653,0.950421368
2005,88,209,61,2,590,1.907526289,0.950421368
2005,88,209,61,2,320,0.25056231,0.950421368
2005,88,209,61,2,610,2.130617658,0.950421368
2005,88,209,61,2,620,2.248720976,0.950421368
2005,88,209,61,2,650,2.63040742,0.950421368
2005,88,209,61,2,180,0.037141906,0.950421368
2005,88,209,61,2,190,0.04443964,0.950421368
2005,88,209,61,2,210,0.123883198,1.900842737
2005,88,209,61,1,220,0.072279287,0.950421368
2005,88,209,61,2,220,0.144558574,1.900842737
2005,88,209,61,2,230,0.167530978,1.900842737
2005,88,209,61,2,240,0.096469487,0.950421368
2005,88,209,61,2,250,0.331384582,2.851264105
2005,88,209,61,2,260,0.125812794,0.950421368
2005,88,209,61,2,340,0.306387291,0.950421368
2005,88,209,61,2,370,0.405612063,0.950421368
2005,88,209,61,2,380,0.443136551,0.950421368
2005,89,1,10,1,310,0.124312517,0.433900583
2005,89,7,31,1,440,0.546695766,0.680251886
2005,89,8,31,2,500,0.542831088,0.437304515
2005,89,8,31,2,470,0.442086687,0.437304515
2005,89,8,31,1,240,0.047541906,0.437304515
2005,89,8,31,1,370,0.199892955,0.437304515
2005,89,8,31,2,340,0.150993194,0.437304515
2005,89,8,31,2,330,0.13675454,0.437304515
2005,89,8,31,1,250,0.054437437,0.437304515
2005,89,8,31,2,440,0.35519556,0.437304515
2005,89,8,31,2,420,0.304393996,0.437304515
2005,89,8,31,2,400,0.258900888,0.437304515
2005,89,8,31,2,370,0.199892955,0.437304515
2005,89,9,31,1,390,0.277995762,0.536279089
2005,89,9,31,2,400,0.604712593,1.072558178
2005,89,9,31,2,420,0.710970455,1.072558178
2005,89,9,31,2,340,0.176336757,0.536279089
2005,89,9,31,2,290,0.10402649,0.536279089
2005,89,9,31,2,380,0.255040808,0.536279089
2005,89,9,31,2,500,1.267885935,1.072558178
2005,89,9,31,2,490,0.592843113,0.536279089
2005,89,9,31,2,450,0.446924855,0.536279089
2005,89,9,31,2,430,0.768700263,1.072558178
2005,89,9,31,1,190,0.025576589,0.536279089
2005,89,9,31,2,260,0.072409727,0.536279089
2005,89,10,10,2,240,0.067375564,0.73451945
2005,89,10,10,1,360,0.258668582,0.73451945
2005,89,10,10,1,400,0.366909844,0.73451945
2005,89,10,10,2,490,0.719416054,0.73451945
2005,89,10,10,2,290,0.25247262,1.4690389
2005,89,10,10,2,270,0.099590499,0.73451945
2005,89,10,10,2,280,0.112362304,0.73451945
2005,89,10,10,2,300,0.423794037,2.20355835
2005,89,10,10,2,320,0.874980141,3.67259725
2005,89,10,10,2,330,0.193806159,0.73451945
2005,89,10,10,1,340,0.213984933,0.73451945
2005,89,10,10,2,340,1.069924665,3.67259725
2005,89,10,10,2,360,0.776005747,2.20355835
2005,89,10,10,2,370,0.283284825,0.73451945
2005,89,10,10,1,370,1.699708949,4.4071167
2005,89,10,10,2,380,0.618984846,1.4690389
2005,89,10,10,1,380,0.92847727,2.20355835
2005,89,10,10,2,390,1.686741485,3.67259725
2005,89,10,10,2,400,0.366909844,0.73451945
2005,89,10,10,1,410,0.39823493,0.73451945
2005,89,10,10,2,410,0.39823493,0.73451945
2005,89,10,10,2,420,1.294145656,2.20355835
2005,89,10,10,2,430,1.399228477,2.20355835
2005,89,10,10,2,440,1.510130941,2.20355835
2005,89,10,10,2,450,0.542344018,0.73451945
2005,89,10,10,2,470,1.253035153,1.4690389
2005,89,10,10,2,500,0.769290793,0.73451945
2005,89,10,10,2,530,0.933364227,0.73451945
2005,89,10,10,2,650,1.837111303,0.73451945
2005,89,10,10,1,190,0.031037232,0.73451945
2005,89,10,10,2,190,0.031037232,0.73451945
2005,89,10,10,2,200,0.036795298,0.73451945
2005,89,10,10,2,210,0.043260831,0.73451945
2005,89,10,10,2,220,0.050480809,0.73451945
2005,89,10,10,2,260,0.175738636,1.4690389
2005,89,11,31,2,330,0.263771552,0.907764376
2005,89,11,31,1,340,0.291235006,0.907764376
2005,89,11,31,2,340,0.291235006,0.907764376
2005,89,11,31,2,380,1.684885498,3.631057502
2005,89,11,31,2,390,0.459133415,0.907764376
2005,89,11,31,2,400,0.499366889,0.907764376
2005,89,11,31,2,440,0.685099626,0.907764376
2005,89,11,31,2,420,1.174227587,1.815528751
2005,89,11,31,2,430,0.634786614,0.907764376
2005,89,11,31,2,540,1.35159112,0.907764376
2005,89,11,31,2,550,1.436431439,0.907764376
2005,89,11,31,2,240,0.091698619,0.907764376
2005,89,11,31,2,470,0.852694848,0.907764376
2005,89,11,31,2,410,1.084001106,1.815528751
2005,89,12,31,2,210,0.02867251,0.427511154
2005,89,12,31,2,550,0.699512321,0.427511154
2005,89,12,31,1,240,0.044655326,0.427511154
2005,89,12,31,2,250,0.051132183,0.427511154
2005,89,12,31,1,270,0.066006811,0.427511154
2005,89,12,31,1,280,0.074471737,0.427511154
2005,89,12,31,1,290,0.083667181,0.427511154
2005,89,12,31,2,290,0.083667181,0.427511154
2005,89,12,31,2,310,0.104388299,0.427511154
2005,89,12,31,1,320,0.115984255,0.427511154
2005,89,12,31,2,330,0.256902551,0.855022307
2005,89,12,31,2,340,0.141825408,0.427511154
2005,89,12,31,1,350,0.312286097,0.855022307
2005,89,12,31,1,360,0.171440936,0.427511154
2005,89,12,31,2,360,0.514322808,1.282533461
2005,89,12,31,1,370,0.375512287,0.855022307
2005,89,12,31,2,380,0.410252147,0.855022307
2005,89,12,31,1,380,0.820504295,1.710044614
2005,89,12,31,1,390,0.223588451,0.427511154
2005,89,12,31,2,390,0.670765354,1.282533461
2005,89,12,31,1,400,0.243181319,0.427511154
2005,89,12,31,2,400,0.243181319,0.427511154
2005,89,12,31,1,410,0.263943029,0.427511154
2005,89,12,31,2,420,0.571824483,0.855022307
2005,89,12,31,2,430,0.618255833,0.855022307
2005,89,12,31,2,450,0.35945597,0.427511154
2005,89,12,31,2,460,0.38664773,0.427511154
2005,89,12,31,2,470,0.415244707,0.427511154
2005,89,12,31,2,490,0.476816166,0.427511154
2005,89,12,31,2,500,0.509872255,0.427511154
2005,89,12,31,2,510,0.544496771,0.427511154
2005,89,12,31,2,520,0.580731179,0.427511154
2005,89,12,31,2,530,0.61861721,0.427511154
2005,89,12,31,2,590,0.882986017,0.427511154
2005,89,12,31,2,190,0.04114185,0.855022307
2005,89,12,31,1,200,0.024387269,0.427511154
2005,89,12,31,2,200,0.024387269,0.427511154
2005,89,12,31,2,300,0.093627717,0.427511154
2005,89,12,31,2,370,0.375512287,0.855022307
2005,89,12,31,2,440,1.000887929,1.282533461
2005,89,12,31,2,220,0.033457783,0.427511154
2005,89,13,31,2,350,0.314132527,0.987708612
2005,89,13,31,2,370,0.377732549,0.987708612
2005,89,13,31,1,380,0.412677813,0.987708612
2005,89,13,31,2,630,2.208331516,0.987708612
2005,89,13,31,2,450,0.723162594,0.987708612
2005,89,13,31,2,590,1.776413559,0.987708612
2005,89,13,31,2,430,0.621911345,0.987708612
2005,89,14,31,2,220,0.028372219,0.333538688
2005,89,14,31,2,460,0.327877502,0.333538688
2005,89,14,31,2,310,0.088521339,0.333538688
2005,89,14,31,2,330,0.217853514,0.667077376
2005,89,14,31,2,340,0.120268029,0.333538688
2005,89,14,31,2,370,0.31843464,0.667077376
2005,89,14,31,2,380,0.347894062,0.667077376
2005,89,14,31,2,400,0.206217901,0.333538688
2005,89,14,31,2,410,0.447647687,0.667077376
2005,89,14,31,2,420,0.242453749,0.333538688
2005,89,14,31,2,440,0.282917851,0.333538688
2005,89,14,31,2,490,0.404340389,0.333538688
2005,89,14,31,2,580,0.707486786,0.333538688
2005,89,14,31,2,470,0.704255511,0.667077376
2005,89,14,31,2,320,0.098354717,0.333538688
2005,89,14,31,2,260,0.049386046,0.333538688
2005,89,15,10,1,410,0.382856748,0.634265764
2005,89,15,10,2,450,0.52140094,0.634265764
2005,89,15,10,2,440,0.483938648,0.634265764
2005,89,22,10,2,450,0.791700553,0.9313327
2005,89,22,10,2,490,1.050185987,0.9313327
2005,89,22,10,1,350,0.343904535,0.9313327
2005,89,22,10,1,360,0.755196159,1.862665399
2005,89,22,10,2,360,0.755196159,1.862665399
2005,89,22,10,2,370,0.413532269,0.9313327
2005,89,22,10,1,390,0.492452806,0.9313327
2005,89,22,10,2,380,0.451789481,0.9313327
2005,89,22,10,2,390,0.492452806,0.9313327
2005,89,22,10,2,400,1.606818088,2.793998099
2005,89,22,10,2,410,0.581333626,0.9313327
2005,89,22,10,1,430,0.680853186,0.9313327
2005,89,22,10,1,380,0.451789481,0.9313327
2005,89,23,31,1,370,0.31946089,0.710013575
2005,89,23,31,2,540,1.119900238,0.710013575
2005,89,23,31,2,380,0.349015254,0.710013575
2005,89,23,31,2,390,0.380428381,0.710013575
2005,89,23,31,1,410,0.449090365,0.710013575
2005,89,23,31,2,410,0.449090365,0.710013575
2005,89,23,31,2,420,0.972940511,1.420027149
2005,89,23,31,2,440,1.13531855,1.420027149
2005,89,23,31,2,450,1.22320497,1.420027149
2005,89,23,31,2,470,1.413050366,1.420027149
2005,89,23,31,2,500,0.867530838,0.710013575
2005,89,23,31,2,600,1.588528523,0.710013575
2005,89,23,31,2,180,0.029253041,0.710013575
2005,89,23,31,1,320,0.394686775,1.420027149
2005,89,23,31,1,330,0.437111224,1.420027149
2005,89,23,31,2,340,1.447867543,4.260081447
2005,89,23,31,1,350,0.797016753,2.130040724
2005,89,23,31,2,350,1.328361255,3.550067873
2005,89,23,31,2,360,0.875103306,2.130040724
2005,89,23,31,2,190,0.035000751,0.710013575
2005,89,23,31,2,220,0.056927314,0.710013575
2005,89,23,31,1,240,0.075979565,0.710013575
2005,89,23,31,2,250,0.086999725,0.710013575
2005,89,23,31,1,280,0.126711206,0.710013575
2005,89,23,31,2,300,0.318608949,1.420027149
2005,89,23,31,2,310,0.177613251,0.710013575
2005,89,23,31,2,320,0.197343388,0.710013575
2005,89,23,31,2,210,0.04878533,0.710013575
2005,89,23,31,1,340,0.241311257,0.710013575
2005,89,23,31,2,400,1.655059996,2.840054298
2005,89,23,31,2,370,0.31946089,0.710013575
2005,89,24,31,1,250,0.098732276,0.766859892
2005,89,24,31,2,420,0.552074338,0.766859892
2005,89,24,31,2,270,0.127454027,0.766859892
2005,89,24,31,2,280,0.143799141,0.766859892
2005,89,24,31,1,290,0.16155483,0.766859892
2005,89,24,31,2,300,0.180787851,0.766859892
2005,89,24,31,1,320,0.223956591,0.766859892
2005,89,24,31,1,340,0.27385385,0.766859892
2005,89,24,31,2,340,0.5477077,1.533719784
2005,89,24,31,2,350,0.301500103,0.766859892
2005,89,24,31,1,360,0.331039135,0.766859892
2005,89,24,31,2,370,0.725085069,1.533719784
2005,89,24,31,1,400,0.469564244,0.766859892
2005,89,24,31,2,400,0.939128488,1.533719784
2005,89,24,31,2,410,1.019306989,1.533719784
2005,89,24,31,2,430,1.193804006,1.533719784
2005,89,24,31,1,170,0.027463242,0.766859892
2005,89,24,31,2,180,0.033198029,0.766859892
2005,89,24,31,2,200,0.094179845,1.533719784
2005,89,24,31,2,210,0.110728779,1.533719784
2005,89,24,31,1,220,0.06460438,0.766859892
2005,89,24,31,2,230,0.149741861,1.533719784
2005,89,24,31,2,240,0.086225967,0.766859892
2005,89,24,31,1,440,0.644212292,0.766859892
2005,89,24,31,2,440,0.644212292,0.766859892
2005,89,24,31,1,470,0.801805286,0.766859892
2005,89,24,31,2,470,1.603610573,1.533719784
2005,89,24,31,2,480,0.859815193,0.766859892
2005,89,24,31,2,570,1.52064187,0.766859892
2005,89,24,31,2,220,0.12920876,1.533719784
2005,89,24,31,2,320,0.223956591,0.766859892
2005,89,24,31,2,260,0.112453483,0.766859892
2005,89,25,31,2,450,0.629112292,0.820421457
2005,89,25,31,2,190,0.108008404,2.461264372
2005,89,25,31,2,470,2.180257708,2.461264372
2005,89,25,31,2,490,1.669027288,1.640842915
2005,89,25,31,2,510,0.952966818,0.820421457
2005,89,25,31,2,530,1.082690854,0.820421457
2005,89,25,31,2,600,1.634007128,0.820421457
2005,89,25,31,2,770,3.7385755,0.820421457
2005,89,25,31,2,150,0.016433114,0.820421457
2005,89,25,31,2,170,0.024892555,0.820421457
2005,89,25,31,1,190,0.072005603,1.640842915
2005,89,25,31,1,200,0.042682086,0.820421457
2005,89,25,31,2,200,0.085364172,1.640842915
2005,89,25,31,1,210,0.100364049,1.640842915
2005,89,25,31,2,210,0.100364049,1.640842915
2005,89,25,31,1,220,0.175671326,2.461264372
2005,89,25,31,2,220,0.292785543,4.102107287
2005,89,25,31,1,230,0.067862662,0.820421457
2005,89,25,31,2,230,0.135725324,1.640842915
2005,89,25,31,2,250,0.178980948,1.640842915
2005,89,25,31,1,250,0.268471422,2.461264372
2005,89,25,31,1,260,0.101927312,0.820421457
2005,89,25,31,1,280,0.130338871,0.820421457
2005,89,25,31,2,290,0.439297631,2.461264372
2005,89,25,31,2,300,0.491595794,2.461264372
2005,89,25,31,2,310,0.730792841,3.281685829
2005,89,25,31,2,320,0.405986417,1.640842915
2005,89,25,31,2,330,0.449625452,1.640842915
2005,89,25,31,1,340,0.744659555,2.461264372
2005,89,25,31,1,350,0.546556572,1.640842915
2005,89,25,31,2,350,0.819834858,2.461264372
2005,89,25,31,1,360,0.900156982,2.461264372
2005,89,25,31,2,360,2.100366291,5.742950201
2005,89,25,31,1,370,0.657213722,1.640842915
2005,89,25,31,1,380,0.359007348,0.820421457
2005,89,25,31,2,380,1.795036741,4.102107287
2005,89,25,31,1,390,1.565279257,3.281685829
2005,89,25,31,2,400,1.702443357,3.281685829
2005,89,25,31,2,410,0.461947549,0.820421457
2005,89,25,31,1,420,0.500397603,0.820421457
2005,89,25,31,2,420,4.003180824,6.563371659
2005,89,25,31,1,430,0.54102919,0.820421457
2005,89,25,31,1,440,0.583911015,0.820421457
2005,89,25,31,2,440,1.167822029,1.640842915
2005,89,25,31,1,450,0.629112292,0.820421457
2005,89,25,31,2,240,0.234464441,2.461264372
2005,89,25,31,2,340,0.496439703,1.640842915
2005,89,25,31,2,370,2.300248028,5.742950201
2005,89,25,31,2,430,2.164116759,3.281685829
2005,89,25,31,2,590,1.545383592,0.820421457
2005,89,25,31,1,240,0.156309628,1.640842915
2005,89,25,31,2,460,1.35340548,1.640842915
2005,89,26,31,2,460,3.066506906,3.19951623
2005,89,26,31,1,370,1.489095801,3.19951623
2005,89,26,31,2,610,3.910995382,1.599758115
2005,89,26,31,1,650,4.828417354,1.599758115
2005,89,26,31,1,260,0.461887898,3.19951623
2005,89,26,31,2,270,0.523500663,3.19951623
2005,89,26,31,2,280,0.295318035,1.599758115
2005,89,26,31,2,290,1.327130452,6.39903246
2005,89,26,31,1,290,1.658913066,7.998790576
2005,89,26,31,1,300,0.371281167,1.599758115
2005,89,26,31,2,300,0.371281167,1.599758115
2005,89,26,31,2,310,0.827904618,3.19951623
2005,89,26,31,2,410,3.140002096,4.799274345
2005,89,26,31,1,420,1.133786384,1.599758115
2005,89,26,31,2,420,3.401359152,4.799274345
2005,89,26,31,2,430,2.451696511,3.19951623
2005,89,26,31,2,440,3.969025953,4.799274345
2005,89,26,31,1,130,0.023160053,1.599758115
2005,89,26,31,1,160,0.092248747,3.19951623
2005,89,26,31,2,160,0.092248747,3.19951623
2005,89,26,31,1,170,0.112801657,3.19951623
2005,89,26,31,2,170,0.225603315,6.39903246
2005,89,26,31,2,180,0.681782694,15.99758115
2005,89,26,31,1,190,0.407870519,7.998790576
2005,89,26,31,2,190,0.407870519,7.998790576
2005,89,26,31,2,200,1.063786167,17.59733927
2005,89,26,31,1,200,1.160494,19.19709738
2005,89,26,31,2,210,0.113700976,1.599758115
2005,89,26,31,1,210,1.364411717,19.19709738
2005,89,26,31,1,220,0.796061997,9.598548691
2005,89,26,31,1,230,0.461283758,4.799274345
2005,89,26,31,1,240,0.531242735,4.799274345
2005,89,26,31,2,240,0.531242735,4.799274345
2005,89,26,31,2,250,0.202764922,1.599758115
2005,89,26,31,1,250,1.013824609,7.998790576
2005,89,26,31,2,260,0.230943949,1.599758115
2005,89,26,31,1,310,1.241856926,4.799274345
2005,89,26,31,2,320,0.919872256,3.19951623
2005,89,26,31,1,320,3.679489025,12.79806492
2005,89,26,31,1,330,3.565619106,11.19830681
2005,89,26,31,1,340,2.249637379,6.39903246
2005,89,26,31,2,340,2.249637379,6.39903246
2005,89,26,31,1,350,3.095930094,7.998790576
2005,89,26,31,2,350,4.95348815,12.79806492
2005,89,26,31,2,360,2.039549597,4.799274345
2005,89,26,31,1,360,4.75894906,11.19830681
2005,89,26,31,2,370,4.467287404,9.598548691
2005,89,26,31,1,380,3.253713773,6.39903246
2005,89,26,31,2,390,1.773282184,3.19951623
2005,89,26,31,1,390,2.659923275,4.799274345
2005,89,26,31,1,400,3.85734681,6.39903246
2005,89,26,31,2,400,7.714693619,12.79806492
2005,89,26,31,1,410,3.140002096,4.799274345
2005,89,26,31,1,180,0.477247886,11.19830681
2005,89,26,31,2,230,0.307522505,3.19951623
2005,89,26,31,1,280,1.476590175,7.998790576
2005,89,26,31,2,330,1.018748316,3.19951623
2005,89,26,31,2,380,1.626856886,3.19951623
2005,89,26,31,1,430,1.225848256,1.599758115
2005,89,26,31,2,470,1.646654905,1.599758115
2005,89,27,31,1,180,0.157200496,3.84563879
2005,89,27,31,2,380,9.377720798,19.22819395
2005,89,27,31,2,190,0.376175275,7.69127758
2005,89,27,31,2,200,0.22298189,3.84563879
2005,89,27,31,2,210,0.262163444,3.84563879
2005,89,27,31,1,210,0.786490332,11.53691637
2005,89,27,31,1,220,0.917750935,11.53691637
2005,89,27,31,1,230,0.709063033,7.69127758
2005,89,27,31,2,230,1.063594549,11.53691637
2005,89,27,31,1,240,0.816600581,7.69127758
2005,89,27,31,2,240,2.858102032,26.91947153
2005,89,27,31,1,250,0.467520614,3.84563879
2005,89,27,31,2,250,2.337603069,19.22819395
2005,89,27,31,2,260,1.064987532,7.69127758
2005,89,27,31,1,270,1.207049764,7.69127758
2005,89,27,31,1,280,0.680922852,3.84563879
2005,89,27,31,2,280,1.361845705,7.69127758
2005,89,27,31,1,290,0.765000225,3.84563879
2005,89,27,31,2,290,0.765000225,3.84563879
2005,89,27,31,1,300,1.712146237,7.69127758
2005,89,27,31,2,310,1.90892227,7.69127758
2005,89,27,31,1,310,3.81784454,15.38255516
2005,89,27,31,1,320,4.241949128,15.38255516
2005,89,27,31,2,320,4.241949128,15.38255516
2005,89,27,31,2,330,2.348955793,7.69127758
2005,89,27,31,1,340,1.296762574,3.84563879
2005,89,27,31,2,340,6.483812872,19.22819395
2005,89,27,31,1,350,4.283022302,11.53691637
2005,89,27,31,2,350,5.710696403,15.38255516
2005,89,27,31,1,360,6.270193552,15.38255516
2005,89,27,31,2,360,6.270193552,15.38255516
2005,89,27,31,1,370,1.716724413,3.84563879
2005,89,27,31,1,380,1.87554416,3.84563879
2005,89,27,31,2,390,4.088705123,7.69127758
2005,89,27,31,2,400,4.446994902,7.69127758
2005,89,27,31,2,410,2.413329507,3.84563879
2005,89,27,31,1,420,2.614202206,3.84563879
2005,89,27,31,2,420,5.228404412,7.69127758
2005,89,27,31,2,430,2.826471776,3.84563879
2005,89,27,31,2,440,3.050497151,3.84563879
2005,89,27,31,2,220,1.529584891,19.22819395
2005,89,27,31,2,270,1.207049764,7.69127758
2005,89,27,31,1,330,1.174477897,3.84563879
2005,89,27,31,2,370,8.583622066,19.22819395
2005,89,27,31,1,460,3.535264329,3.84563879
2005,89,27,31,1,190,0.188087637,3.84563879
2005,89,28,31,2,370,1.331331155,2.977106126
2005,89,28,31,1,210,0.609928463,8.931318378
2005,89,28,31,1,400,1.724337004,2.977106126
2005,89,28,31,2,400,1.724337004,2.977106126
2005,89,28,31,1,410,1.871553021,2.977106126
2005,89,28,31,2,410,3.743106041,5.954212252
2005,89,28,31,2,430,2.191947587,2.977106126
2005,89,28,31,1,440,2.36568075,2.977106126
2005,89,28,31,2,440,2.36568075,2.977106126
2005,89,28,31,2,460,2.741620908,2.977106126
2005,89,28,31,2,470,2.944394814,2.977106126
2005,89,28,31,2,480,3.157419187,2.977106126
2005,89,28,31,2,610,6.993277392,2.977106126
2005,89,28,31,2,630,7.783339173,2.977106126
2005,89,28,31,1,260,0.412952443,2.977106126
2005,89,28,31,2,260,0.412952443,2.977106126
2005,89,28,31,1,280,0.528060183,2.977106126
2005,89,28,31,2,160,0.082475306,2.977106126
2005,89,28,31,2,170,0.100850705,2.977106126
2005,89,28,31,1,170,0.201701409,5.954212252
2005,89,28,31,1,180,0.121910026,2.977106126
2005,89,28,31,2,180,0.487640105,11.9084245
2005,89,28,31,1,190,0.145863209,2.977106126
2005,89,28,31,2,190,0.145863209,2.977106126
2005,89,28,31,1,200,0.345847866,5.954212252
2005,89,28,31,2,200,1.037543599,17.86263676
2005,89,28,31,2,210,1.626475902,23.81684901
2005,89,28,31,1,220,0.237240643,2.977106126
2005,89,28,31,2,220,1.186203217,14.88553063
2005,89,28,31,1,230,0.27494154,2.977106126
2005,89,28,31,2,230,0.27494154,2.977106126
2005,89,28,31,1,250,0.725130666,5.954212252
2005,89,28,31,2,280,1.584180549,8.931318378
2005,89,28,31,1,290,1.186525485,5.954212252
2005,89,28,31,1,300,0.663890375,2.977106126
2005,89,28,31,1,310,0.740190933,2.977106126
2005,89,28,31,2,320,0.822414913,2.977106126
2005,89,28,31,2,330,1.821630779,5.954212252
2005,89,28,31,1,330,2.732446169,8.931318378
2005,89,28,31,1,350,2.214341446,5.954212252
2005,89,28,31,2,350,5.535853616,14.88553063
2005,89,28,31,1,360,3.646932479,8.931318378
2005,89,28,31,1,370,1.331331155,2.977106126
2005,89,28,31,2,270,0.936075089,5.954212252
2005,89,28,31,2,340,4.022591869,11.9084245
2005,89,28,31,1,380,1.454496921,2.977106126
2005,89,28,31,1,450,2.548811038,2.977106126
2005,89,28,31,1,160,0.082475306,2.977106126
2005,89,28,31,2,390,3.17081791,5.954212252
2005,89,29,31,2,210,0.145645992,2.168973153
2005,89,29,31,2,560,0.943042717,0.542243288
2005,89,29,31,2,220,0.084976725,1.084486577
2005,89,29,31,2,230,0.098480729,1.084486577
2005,89,29,31,1,240,0.056708231,0.542243288
2005,89,29,31,2,240,0.056708231,0.542243288
2005,89,29,31,1,250,0.324666277,2.711216442
2005,89,29,31,2,260,0.295829127,2.168973153
2005,89,29,31,1,270,0.08382269,0.542243288
2005,89,29,31,2,280,0.189144762,1.084486577
2005,89,29,31,2,290,0.106249764,0.542243288
2005,89,29,31,1,300,0.118898746,0.542243288
2005,89,29,31,2,590,1.121312506,0.542243288
2005,89,29,31,2,610,1.25245363,0.542243288
2005,89,29,31,2,650,1.546248014,0.542243288
2005,89,29,31,2,680,1.795948685,0.542243288
2005,89,29,31,1,180,0.08733339,2.168973153
2005,89,29,31,2,180,0.131000085,3.25345973
2005,89,29,31,2,190,0.052246435,1.084486577
2005,89,29,31,1,190,0.130616087,2.711216442
2005,89,29,31,1,200,0.030969629,0.542243288
2005,89,29,31,2,200,0.123878517,2.168973153
2005,89,29,31,2,300,0.237797491,1.084486577
2005,89,29,31,1,310,0.265127427,1.084486577
2005,89,29,31,1,320,0.14728953,0.542243288
2005,89,29,31,1,330,0.489364561,1.626729865
